01;27.4
02;5.13
03;6.59
04;15.92
05;18.95
06;2.87
07;7.04
08;10.04
09;20.13
10;13.87
11;37.99
12;3.81
13;0.00
14;0.00
15;0.00
16;0.00
17;0.00
18;0.00
19;0.00
20;0.00
21;0.00
22;0.00
23;0.00
24;0.00
25;0.00
26;0.00
27;0.00
28;0.00
29;0.00
29;0.00
29;0.00
